Text id,Text title,Text tokenized definition,Dominant_Topic,Perc_Contribution,Topic_Keywords
619,   Correspondence table   ,"['correspond', 'statist', 'classif', 'correspond', 'systemat', 'explain', 'where', 'extent', 'categori', 'classif', 'found', 'other', 'classif', 'earlier', 'version', 'classif', 'correspond', 'describ', 'which', 'classif', 'relat', 'describ', 'classifi', 'group', 'defin', 'classif', 'would', 'classifi', 'other', 'classif', 'howev', 'between', 'version', 'might', 'alwai', 'possibl', 'limit', 'number', 'classif', 'aggreg', 'level', 'correspond', 'conceptu', 'between', 'classif', 'while', 'bridg', 'numer', 'between', 'classif']",1,0.7439000010490417,"activ, classif, statist, level, group, health, classifi, accord, class, section"
623,Dwelling,"['dwell', 'includ', 'accessori', 'lobbi', 'corridor', 'perman', 'build', 'structur', 'separ', 'build', 'which', 'built', 'rebuilt', 'convert', 'design', 'habit', 'privat', 'household', 'round', 'dwell', 'either', 'famili', 'dwell', 'stand', 'build', 'detach', 'edific', 'apart', 'block', 'dwell', 'includ', 'garag', 'residenti', 'apart', 'habit', 'belong', 'differ', 'owner']",8,0.9635000228881836,"build, livestock, construct, internet, which, access, purpos, inform, target, system"
624,   Building   ,"['build', 'construct', 'which', 'separ', 'built', 'perman', 'purpos', 'enter', 'person', 'suitabl', 'intend', 'protect', 'person', 'object', 'build', 'necessarili', 'suffici', 'there', 'demarc', 'which', 'constitut', 'individu', 'charact', 'build', 'separ', 'separ', 'build', 'stand', 'build', 'interconnect', 'structur', 'detach', 'terrac', 'separ', 'other', 'extend', 'cellar', 'consid', 'individu', 'build', 'there', 'interconnect', 'build', 'regard', 'individu', 'build', 'their', 'access', 'entranc', 'their', 'system', 'separ', 'usabl', 'technic', 'reason', 'build', 'includ', 'separ', 'usabl', 'underground', 'construct', 'which', 'enter', 'person', 'suitabl', 'intend', 'protect', 'person', 'object', 'underground', 'shelter', 'underground', 'hospit', 'underground', 'center', 'workshop', 'underground', 'garag', 'build', 'subdivid', 'residenti', 'residenti', 'build', 'residenti', 'build', 'build', 'least', 'which', 'residenti', 'purpos', 'overal', 'floor', 'residenti', 'purpos', 'build', 'classifi', 'under', 'residenti', 'build', 'accord', 'purpos', 'orient', 'design', 'residenti', 'build', 'build', 'which', 'mainli', 'intend', 'residenti', 'purpos', 'least', 'overal', 'floor', 'residenti', 'purpos', 'build', 'classifi', 'residenti', 'build']",8,0.9901000261306763,"build, livestock, construct, internet, which, access, purpos, inform, target, system"
625,   Construction   ,"['construct', 'structur', 'connect', 'ground', 'which', 'construct', 'materi', 'compon', 'which', 'construct', 'carri', 'respect', 'prepar', 'plant', 'agricultur', 'purpos', 'regard', 'construct', 'construct', 'distinguish', 'construct', 'sector', 'activ', 'sector', 'construct', 'group', 'enterpris', 'activ', 'construct', 'section', 'which', 'sometim', 'construct', 'short']",8,0.41999998688697815,"build, livestock, construct, internet, which, access, purpos, inform, target, system"
626,   Household   ,"['household', 'disambigu', 'other', 'household', 'household', 'context', 'survei', 'social', 'condit', 'incom', 'household', 'budget', 'survei', 'defin', 'housekeep', 'operation', 'social', 'common', 'arrang', 'share', 'household', 'expens', 'daili', 'share', 'common', 'resid', 'household', 'includ', 'either', 'person', 'group', 'peopl', 'necessarili', 'relat', 'address', 'common', 'housekeep', 'share', 'least', 'share', 'collect', 'household', 'institut', 'household', 'oppos', 'privat', 'household', 'instanc', 'hospit', 'peopl', 'residenti', 'prison', 'militari', 'barrack', 'religi', 'institut', 'board', 'worker', 'hostel']",11,0.5321999788284302,"survei, agricultur, household, indic, person, activ, collect, famili, carri, which"
627,   Room   ,"['defin', 'space', 'quarter', 'other', 'enclos', 'reach', 'floor', 'cover', 'least', 'height', 'ground', 'enough', 'adult', 'squar', 'least', 'least', 'major', 'normal', 'bedroom', 'habit', 'cellar', 'attic', 'servant', 'kitchen', 'other', 'separ', 'space', 'intend', 'habit', 'count', 'passagewai', 'veranda', 'lobbi', 'bathroom', 'toilet', 'should', 'count', 'criteria', 'nation']",8,0.565500020980835,"build, livestock, construct, internet, which, access, purpos, inform, target, system"
630,Dry pulses and protein crops,"['protein', 'harvest', 'mainli', 'their', 'protein', 'content', 'should', 'limit', 'harvest', 'grain', 'regardless', 'exclud', 'harvest', 'green', 'forag', 'graze', 'green', 'manur', 'includ', 'field', 'pisum', 'sativum', 'convar', 'sativum', 'pisum', 'sativum', 'convar', 'arvens', 'convar', 'speciosum', 'broad', 'field', 'vulgari', 'moench', 'vicia', 'partim', 'sweet', 'lupin', 'lupinu', 'common', 'french', 'haricot', 'phaseolu', 'vulgari', 'runner', 'phaseolu', 'coccineu', 'lentil', 'culinari', 'mediku', 'esculenta', 'ervum', 'orientali', 'chickl', 'vetch', 'lathyru', 'cicera', 'chick', 'cicer', 'arietinum', 'vetch', 'vicia', 'sativa', 'vicia', 'pannonica', 'crant', 'vicia', 'villosa', 'vicia', 'varia', 'protein', 'harvest', 'grain', 'regardless', 'fodder', 'human', 'consumpt', 'renew', 'energi', 'product', 'other', 'protein', 'mixtur', 'cereal', 'harvest', 'grain', 'exclud', 'protein', 'harvest', 'green', 'human', 'consumpt', 'fresh', 'fresh', 'protein', 'harvest', 'green', 'whole', 'plant', 'harvest', 'green', 'fodder', 'renew', 'energi', 'other', 'purpos']",18,0.8622000217437744,"product, plant, includ, which, other, perman, agricultur, harvest, exclud, arabl"
631,   Utilised agricultural area (UAA)   ,"['utilis', 'agricultur', 'abbrevi', 'total', 'taken', 'arabl', 'perman', 'grassland', 'perman', 'kitchen', 'garden', 'regardless', 'tenur', 'whether', 'common', 'includ', 'arabl', 'perman', 'grassland', 'perman', 'kitchen', 'garden', 'exclud', 'mushroom', 'unutilis', 'agricultur', 'woodland', 'other', 'occupi', 'build', 'farmyard', 'track', 'utilis', 'agricultur', 'which', 'properti', 'owner', 'someon', 'common', 'which']",18,0.7253999710083008,"product, plant, includ, which, other, perman, agricultur, harvest, exclud, arabl"
632,Drug-related death,"['relat', 'death', 'accord', 'emcdda', 'definit', 'refer', 'death', 'directli', 'consumpt', 'death', 'occur', 'gener', 'shortli', 'after', 'consumpt', 'substanc']",3,0.5368000268936157,"number, popul, death, enterpris, statist, period, averag, birth, refer, chang"
635,Drug trafficking,"['traffick', 'includ', 'illeg', 'possess', 'cultiv', 'product', 'suppli', 'transport', 'import', 'export', 'financ', 'which', 'connect', 'person']",7,0.35120001435279846,"product, consumpt, import, gross, materi, domest, servic, input, produc, output"
636,   Total crime   ,"['total', 'crime', 'includ', 'offenc', 'against', 'penal', 'crimin', 'seriou', 'crime', 'misdemeanour', 'gener', 'exclud']",18,0.84170001745224,"product, plant, includ, which, other, perman, agricultur, harvest, exclud, arabl"
639,Producer price index (PPI),"['industri', 'produc', 'price', 'index', 'abbrevi', 'output', 'price', 'index', 'indic', 'develop', 'transact', 'price', 'monthli', 'industri', 'output', 'econom', 'activ', 'earli', 'indic', 'inflationari', 'pressur', 'economi', 'befor', 'reach', 'consum', 'record', 'evolut', 'price', 'longer', 'period', 'specif', 'econom', 'activ', 'measur', 'monthli', 'chang', 'trade', 'price', 'product', 'relat', 'servic', 'output', 'index', 'measur', 'price', 'chang', 'seller', 'perspect', 'price', 'collect', 'period', 'should', 'refer', 'order', 'period', 'moment', 'order', 'moment', 'commod', 'factori', 'price', 'indic', 'calcul', 'weight', 'averag', 'relev', 'product', 'calcul', 'total', 'domest', 'domest', 'market', 'latter', 'further', 'split', 'between', 'market', 'indic', 'domest', 'domest', 'price', 'requir', 'separ', 'produc', 'price', 'indic', 'compil', 'accord', 'destin', 'product', 'resid', 'third', 'parti', 'which', 'order', 'bought', 'product', 'defin', 'destin', 'domest', 'market', 'defin', 'third', 'parti', 'order', 'which', 'resid', 'nation', 'territori', 'observ', 'which', 'order', 'collect', 'combin', 'indic', 'domest', 'domest', 'market', 'total', 'chang', 'given', 'product', 'appropri', 'price', 'calcul', 'basic', 'price', 'exclud', 'similar', 'deduct', 'which', 'directli', 'turnov', 'servic', 'invoic', 'howev', 'subsidi', 'product', 'receiv', 'produc', 'there', 'should', 'basic', 'price', 'price', 'determin', 'characterist', 'should', 'taken', 'account', 'includ', 'quantiti', 'transport', 'provid', 'rebat', 'servic', 'condit', 'guarante', 'condit', 'destin']",12,0.41179999709129333,"price, index, indic, calcul, measur, servic, consum, period, countri, purchas"
642,   Services producer price index (SPPI)   ,"['servic', 'produc', 'price', 'index', 'abbrevi', 'indic', 'which', 'measur', 'gross', 'chang', 'trade', 'price', 'servic', 'includ', 'freight', 'passeng', 'transport', 'postal', 'servic', 'accomod', 'servic', 'inform', 'communci', 'servic', 'comput', 'program', 'consult', 'servic', 'legal', 'account', 'servic', 'architectur', 'engin', 'advertis', 'offic', 'support', 'secur', 'servic', 'gener', 'section', 'cover', 'except', 'these', 'veterinari', 'servic', 'servic', 'offic', 'scientif', 'research', 'servic', 'public', 'servic', 'exclud', 'those', 'servic', 'exampl', 'health', 'notion', 'price', 'obviou', 'provid', 'differ', 'countri', 'countri', 'moreov', 'cover', 'insur', 'activ', 'price', 'servic', 'commiss', 'implement', 'regul', 'implement', 'regul', 'novemb', 'european', 'statist', 'regul', 'introduc', 'number', 'servic', 'industri', 'cover', 'former', 'regul', 'similar', 'industri', 'produc', 'price', 'index', 'output', 'index', 'measur', 'price', 'chang', 'perspect', 'seller', 'aspect', 'output', 'seller', 'factor', 'buyer', 'cover', 'servic', 'provid', 'intermedi', 'final', 'consumpt', 'howev', 'econom', 'servic', 'activ', 'which', 'calcul', 'mainli', 'consum', 'other', 'product', 'their', 'servic', 'inflat', 'experienc', 'consum', 'measur', 'harmonis', 'index', 'consum', 'price', 'import', 'measur', 'inflat', 'servic', 'account', 'modern', 'economi', 'emploi', 'analyz', 'origin', 'inflat', 'which', 'servic', 'consum', 'other', 'might', 'sourc', 'price', 'increas', 'deflat', 'servic', 'turnov', 'measur', 'current', 'price', 'allow', 'calcul', 'volum', 'indic', 'servic', 'similar', 'volum', 'index', 'industri', 'product', 'calcul', 'quarterli', 'avail']",12,0.3294000029563904,"price, index, indic, calcul, measur, servic, consum, period, countri, purchas"
645,Domestic turnover - postal services,"['domest', 'turnov', 'refer', 'turnov', 'postal', 'activ', 'within', 'econom', 'territori', 'countri', 'refer', 'receipt', 'foreign', 'servic', 'within', 'refer', 'countri', 'should', 'includ', 'turnov', 'defin', 'compris', 'total', 'invoic', 'observ', 'refer', 'period', 'correspond', 'market', 'servic', 'suppli', 'third', 'parti', 'turnov', 'includ', 'servic', 'invoic', 'except', 'invoic', 'custom', 'other', 'similar', 'deduct', 'directli', 'turnov', 'includ', 'other', 'charg', 'transport', 'packag', 'custom', 'these', 'charg', 'separ', 'invoic', 'reduct', 'price', 'rebat', 'discount', 'return', 'deduct', 'incom', 'classifi', 'other', 'incom', 'financi', 'incom', 'extra', 'ordinari', 'incom', 'compani', 'account', 'exclud', 'turnov', 'subsidi', 'receiv', 'public', 'author', 'institut', 'european', 'union', 'exclud']",9,0.33709999918937683,"servic, transport, includ, other, vehicl, place, exclud, tourism, accommod, facil"
646,Domestic patent applications,"['number', 'domest', 'patent', 'applic', 'given', 'depend', 'avail', 'indic', 'split', 'accord', 'field', 'technolog', 'econom', 'activ', 'avoid', 'problem', 'result', 'differ', 'patent', 'procedur', 'ensur', 'econom', 'import', 'patent', 'applic', 'taken', 'consider', 'patent', 'applic', 'should', 'taken', 'directli', 'databas', 'intern', 'institut', 'european', 'patent', 'offic']",13,0.35359999537467957,"applic, protect, person, direct, intern, decis, nation, countri, grant, refer"
648,Domestic wastewater,"['domest', 'wastewat', 'defin', 'wastewat', 'residenti', 'settlement', 'servic', 'which', 'origin', 'predominantli', 'toilet', 'bathroom', 'kitchen']",7,0.6561999917030334,"product, consumpt, import, gross, materi, domest, servic, input, produc, output"
649,   Urban wastewater   ,"['urban', 'wastewat', 'defin', 'european', 'union', 'council', 'direct', 'domest', 'wastewat', 'mixtur', 'domest', 'wastewat', 'industri', 'wastewat', 'water']",7,0.4153999984264374,"product, consumpt, import, gross, materi, domest, servic, input, produc, output"
652,Deflator of sales,"['deflat', 'adjust', 'inflat', 'retail', 'price', 'develop', 'calcul', 'increas', 'decreas', 'retail', 'specif', 'period']",12,0.671999990940094,"price, index, indic, calcul, measur, servic, consum, period, countri, purchas"
655,Divorce,"['divorc', 'final', 'legal', 'dissolut', 'marriag', 'divorc', 'separ', 'between', 'spous', 'confer', 'parti', 'right', 'remarri', 'under', 'civil', 'religi', 'other', 'provis', 'accord', 'countri', 'divorc', 'possibl', 'european', 'union', 'member', 'state', 'almost', 'countri', 'divorc', 'regist', 'court', 'crude', 'divorc', 'ratio', 'number', 'divorc', 'averag', 'popul', 'express', 'inhabit', 'divorc', 'durat', 'marriag', 'calcul', 'calendar', 'relat', 'number', 'divorc', 'marriag', 'initi', 'number', 'marriag']",3,0.4903999865055084,"number, popul, death, enterpris, statist, period, averag, birth, refer, chang"
657,   Marriage   ,"['marriag', 'ceremoni', 'process', 'which', 'legal', 'relationship', 'between', 'person', 'legal', 'union', 'establish', 'civil', 'religi', 'other', 'recognis', 'countri', 'european', 'union', 'other', 'european', 'countri', 'contract', 'civil', 'marriag', 'befor', 'offici', 'author', 'legal', 'possibl', 'howev', 'relat', 'between', 'civil', 'marriag', 'religi', 'marriag', 'befor', 'religi', 'repres', 'countri', 'countri', 'cypru', 'denmark', 'estonia', 'finland', 'greec', 'ireland', 'itali', 'latvia', 'lithuania', 'poland', 'slovakia', 'spain', 'sweden', 'norwai', 'kingdom', 'religi', 'marriag', 'consequ', 'civil', 'marriag', 'religi', 'marriag', 'recognis', 'state', 'equival', 'civil', 'marriag', 'franc', 'state', 'religi', 'marriag', 'consequ', 'marit', 'statu', 'unless', 'contract', 'abroad', 'crude', 'marriag', 'ratio', 'number', 'marriag', 'averag', 'popul', 'express', 'inhabit']",19,0.7152000069618225,"countri, state, resid, member, trade, european, union, intern, januari, econom"
660,Dividends,"['european', 'system', 'nation', 'region', 'account', 'dividend', 'defin', 'properti', 'incom', 'receiv', 'owner', 'share', 'which', 'becom', 'entitl', 'result', 'place', 'dispos', 'corpor', 'nation', 'account', 'properti', 'incom', 'transact', 'differ', 'interest', 'payment', 'dividend', 'share', 'predetermin']",6,0.3718000054359436,"incom, social, govern, household, expenditur, transfer, contribut, other, current, capit"
663,Degree of defoliation,"['degre', 'defoli', 'extent', 'which', 'plant', 'their', 'needl', 'often', 'result', 'exposur', 'pollut', 'visual', 'assess', 'measur', 'defoli', 'develop', 'nation', 'intern', 'cooper', 'programm', 'execut', 'committe', 'convent', 'transboundari', 'pollut', 'europ', 'forest', 'programm', 'monitor', 'condit', 'forest', 'europ', 'damag', 'class', 'class', 'needl', 'degre', 'defoli', 'includ', 'slight', 'stage', 'moder', 'sever']",4,0.3756999969482422,"develop, environment, research, econom, account, health, nation, manag, resourc, system"
666,Deflator,"['deflat', 'figur', 'express', 'chang', 'price', 'period', 'product', 'basket', 'product', 'which', 'deflat', 'price', 'adjust', 'measur', 'chang', 'period', 'exampl', 'product', 'basket', 'remov', 'price', 'increas', 'decreas', 'volum', 'chang', 'deflat', 'compar', 'refer', 'period', 'period', 'express', 'either', 'index', 'percentag', 'chang', 'which', 'adjust', 'deflat', 'deflat']",12,0.9283999800682068,"price, index, indic, calcul, measur, servic, consum, period, countri, purchas"
668,   Volume of sales index   ,"['volum', 'index', 'commonli', 'index', 'volum', 'retail', 'retail', 'volum', 'volum', 'index', 'volum', 'measur', 'retail', 'trade', 'turnov', 'index', 'order', 'elimin', 'price', 'effect', 'turnov', 'retail', 'trade', 'deflat', 'deflat', 'index', 'similar', 'methodolog', 'output', 'price', 'index', 'adapt', 'specif', 'retail', 'trade', 'reflect', 'price', 'chang', 'rather', 'servic', 'provid', 'should', 'volum', 'differ', 'volum', 'retail', 'trade', 'servic', 'latter', 'account', 'chang', 'qualiti', 'trade', 'servic', 'suppli', 'volum', 'conceptu', 'differ', 'product', 'index', 'which', 'account', 'qualiti', 'chang']",12,0.6229000091552734,"price, index, indic, calcul, measur, servic, consum, period, countri, purchas"
669,City heating,"['known', 'district', 'distribut', 'through', 'network', 'sever', 'build', 'water', 'steam', 'produc', 'central', 'often', 'gener', 'plant', 'industri', 'dedic', 'system', 'scale', 'district', 'europ', 'commonli', 'found', 'central', 'eastern', 'europ', 'nordic', 'countri']",14,0.3594000041484833,"statist, refer, which, inform, collect, locat, between, point, water, variabl"
678,Debit,"['debit', 'opposit', 'credit', 'express', 'repaid', 'trade', 'credit', 'other', 'agreement', 'specif', 'oblig', 'repai', 'period', 'usual', 'alwai', 'interest']",18,0.4196999967098236,"product, plant, includ, which, other, perman, agricultur, harvest, exclud, arabl"
679,   Credit   ,"['credit', 'amount', 'which', 'there', 'specif', 'oblig', 'repay', 'credit', 'includ', 'trade', 'credit', 'other', 'agreement', 'specif', 'oblig', 'repai', 'period', 'usual', 'alwai', 'interest', 'credit', 'extend', 'financ', 'consumpt', 'invest', 'expenditur', 'financi', 'transact']",18,0.4041000008583069,"product, plant, includ, which, other, perman, agricultur, harvest, exclud, arabl"
681,Deep sea shipping,"['refer', 'maritim', 'transport', 'cross', 'ocean', 'oppos', 'short', 'short', 'distanc']",14,0.6424000263214111,"statist, refer, which, inform, collect, locat, between, point, water, variabl"
682,   Port   ,"['place', 'facil', 'merchant', 'unload', 'cargo', 'disembark', 'embark', 'passeng', 'vessel', 'usual', 'directli', 'statist', 'consist', 'normal', 'control', 'singl', 'author', 'record', 'cargo', 'movement', 'schedul', 'schedul', 'short']",9,0.5177000164985657,"servic, transport, includ, other, vehicl, place, exclud, tourism, accommod, facil"
683,   Short sea shipping (SSS)   ,"['short', 'abbrevi', 'maritim', 'transport', 'short', 'distanc', 'oppos', 'cross', 'ocean', 'context', 'european', 'union', 'transport', 'statist', 'defin', 'maritim', 'transport', 'between', 'sometim', 'includ', 'candid', 'countri', 'countri', 'situat', 'geograph', 'europ', 'mediterranean', 'black', 'other', 'maritim', 'countri', 'countri', 'iceland', 'norwai', 'candid', 'countri', 'baltic', 'russia', 'mediterranean', 'albania', 'algeria', 'bosnia', 'herzegovina', 'egypt', 'israel', 'lebanon', 'libya', 'morocco', 'occupi', 'palestinian', 'territori', 'syria', 'tunisia', 'black', 'georgia', 'moldova', 'russia', 'ukrain', 'definit', 'deriv', 'commiss', 'commun', 'final', 'develop', 'europ', 'result', 'short', 'includ', 'feeder', 'servic', 'short', 'network', 'between', 'object', 'consolid', 'redistribut', 'freight', 'servic', 'these']",14,0.3416999876499176,"statist, refer, which, inform, collect, locat, between, point, water, variabl"
684,   Waterway of maritime character   ,"['navig', 'inland', 'waterwai', 'waterwai', 'which', 'vessel', 'carri', 'capac', 'navig', 'normal', 'includ', 'waterwai', 'maritim', 'charact', 'waterwai', 'design', 'report', 'countri', 'suitabl', 'navig', 'primarili', 'seago', 'waterwai', 'river', 'canal', 'other', 'stretch', 'water', 'which', 'through', 'natur', 'featur', 'suitabl', 'navig', 'includ', 'navig', 'river', 'navig', 'canal', 'length', 'river', 'canal', 'measur', 'channel', 'length', 'lagoon', 'measur', 'along', 'shortest', 'navig', 'between', 'distant', 'point', 'perform', 'transport', 'waterwai', 'common', 'frontier', 'between', 'countri', 'report', 'state', 'waterwai', 'includ', 'river', 'estuari', 'boundari', 'point', 'nearest', 'where', 'width', 'river', 'kilometr', 'water', 'water']",14,0.45080000162124634,"statist, refer, which, inform, collect, locat, between, point, water, variabl"
686,Decoupling,"['decoupl', 'indic', 'interdepend', 'between', 'sphere', 'decoupl', 'calcul', 'divid', 'environment', 'pressur', 'variabl', 'econom', 'driver', 'variabl']",12,0.3716999888420105,"price, index, indic, calcul, measur, servic, consum, period, countri, purchas"
687,   Resource productivity   ,"['resourc', 'product', 'measur', 'total', 'amount', 'materi', 'directli', 'economi', 'measur', 'domest', 'materi', 'consumpt', 'relat', 'provid', 'insight', 'whether', 'decoupl', 'between', 'natur', 'resourc', 'econom', 'growth', 'place', 'resourc', 'product', 'european', 'union', 'sustain', 'develop', 'indic', 'polici', 'evalu', 'resourc', 'product', 'express', 'amount', 'gener', 'direct', 'materi', 'consum', 'comparison', 'between', 'countri', 'import', 'correct', 'figur', 'compar', 'chang', 'chang', 'inflat', 'price']",7,0.4997999966144562,"product, consumpt, import, gross, materi, domest, servic, input, produc, output"
688,Debt maturity,"['matur', 'which', 'final', 'repay', 'instrument', 'matur', 'express', 'initi', 'matur', 'incept', 'liabil', 'incur', 'remain', 'matur', 'measur', 'particular', 'after', 'liabil', 'incur']",16,0.743399977684021,"financi, account, asset, market, sector, institut, liabil, produc, transact, nation"
689,   Debt survey   ,"['eurostat', 'annual', 'govern', 'structur', 'survei', 'survei', 'short', 'collect', 'gross', 'gener', 'govern', 'subsector', 'central', 'govern', 'local', 'govern', 'where', 'applic', 'social', 'secur', 'state', 'govern', 'purpos', 'survei', 'studi', 'structur', 'europ', 'detail', 'survei', 'contain', 'eleven', 'central', 'govern', 'state', 'govern', 'local', 'govern', 'social', 'secur', 'gener', 'govern', 'offer', 'detail', 'breakdown', 'initi', 'matur', 'sector', 'holder', 'addit', 'classif', 'govern', 'currenc', 'denomin', 'remain', 'matur', 'market', 'govern', 'govern', 'guarante', 'conting', 'liabil', 'result', 'becom', 'public', 'around', 'month', 'after', 'refer', 'period']",6,0.34929999709129333,"incom, social, govern, household, expenditur, transfer, contribut, other, current, capit"
691,Deficit,"['deficit', 'gener', 'balanc', 'posit', 'amount', 'total', 'larger', 'total', 'posit', 'deficit', 'differ', 'statist', 'balanc', 'payment', 'statist', 'refer', 'balanc', 'credit', 'debit', 'posit', 'transact', 'given', 'economi', 'world', 'organ', 'differ', 'account', 'current', 'account', 'capit', 'financi', 'account', 'extern', 'trade', 'statist', 'refer', 'trade', 'balanc', 'import', 'export', 'posit', 'becaus', 'yield', 'revenu', 'which', 'result', 'trade', 'deficit', 'govern', 'financ', 'statist', 'refer', 'public', 'balanc', 'between', 'govern', 'revenu', 'expenditur', 'budget', 'deficit', 'surplu', 'deficit', 'defin', 'nation', 'account', 'balanc', 'borrow']",6,0.36570000648498535,"incom, social, govern, household, expenditur, transfer, contribut, other, current, capit"
692,   Surplus   ,"['surplu', 'gener', 'balanc', 'posit', 'amount', 'posit', 'total', 'posit', 'larger', 'total', 'surplu', 'differ', 'statist', 'balanc', 'payment', 'statist', 'refer', 'balanc', 'credit', 'posit', 'debit', 'transact', 'given', 'economi', 'world', 'organ', 'differ', 'account', 'current', 'account', 'capit', 'financi', 'account', 'extern', 'trade', 'statist', 'refer', 'trade', 'balanc', 'import', 'export', 'posit', 'becaus', 'yield', 'revenu', 'which', 'result', 'trade', 'surplu', 'govern', 'financ', 'statist', 'refer', 'public', 'balanc', 'between', 'govern', 'revenu', 'expenditur', 'budget', 'deficit', 'surplu', 'deficit', 'defin', 'nation', 'account', 'balanc', 'borrow']",6,0.3571000099182129,"incom, social, govern, household, expenditur, transfer, contribut, other, current, capit"
696,Day-to-day money rate,"['monei', 'often', 'overnight', 'interest', 'monei', 'market', 'deposit', 'matur']",9,0.501800000667572,"servic, transport, includ, other, vehicl, place, exclud, tourism, accommod, facil"
697,Data status upon release,"['statu', 'releas', 'refer', 'whether', 'initi', 'dissemin', 'public', 'final', 'whether', 'preliminari', 'therefor', 'subject', 'revis', 'under', 'special', 'dissemin', 'standard', 'identifi', 'standard', 'preliminari', 'subject', 'revis', 'design', 'other', 'estim', 'collect', 'given', 'refer', 'period', 'would', 'consid', 'preliminari', 'would', 'specif']",18,0.25699999928474426,"product, plant, includ, which, other, perman, agricultur, harvest, exclud, arabl"
698,   Data dissemination   ,"['dissemin', 'releas', 'inform', 'obtain', 'through', 'statist', 'activ', 'dissemin', 'consist', 'distribut', 'transmit', 'statist', 'variou', 'releas', 'media', 'avail', 'purpos', 'exampl', 'electron', 'format', 'includ', 'internet', 'paper', 'public', 'avail', 'authoris', 'public', 'public', 'speech', 'press', 'releas']",14,0.5371000170707703,"statist, refer, which, inform, collect, locat, between, point, water, variabl"
699,   First release   ,"['first', 'releas', 'first', 'offici', 'releas', 'econom', 'indic', 'interest', 'recent', 'refer', 'period', 'comput', 'after', 'concern', 'releas', 'gener', 'subject', 'possibl', 'further', 'revis', 'produc', 'methodolog', 'aggreg', 'construct', 'regular', 'estim']",18,0.9648000001907349,"product, plant, includ, which, other, perman, agricultur, harvest, exclud, arabl"
700,   Revision   ,"['current', 'produc', 'nation', 'statist', 'institut', 'often', 'subject', 'recurr', 'revis', 'process', 'result', 'public', 'success', 'releas', 'which', 'repres', 'differ', 'quantit', 'evalu', 'phenomenon', 'under', 'studi', 'there', 'variou', 'reason', 'revis', 'process', 'necessari', 'exampl', 'revis', 'result', 'improv', 'estim', 'techniqu', 'enlarg', 'inform', 'refin', 'system', 'basic', 'statist', 'chang', 'account', 'definit', 'classif', 'chang', 'constant', 'price', 'evalu']",3,0.31619998812675476,"number, popul, death, enterpris, statist, period, averag, birth, refer, chang"
704,Data set,"['dataset', 'refer', 'organis', 'collect', 'variabl', 'member', 'dataset', 'known', 'datum']",14,0.5636000037193298,"statist, refer, which, inform, collect, locat, between, point, water, variabl"
705,   Data   ,"['refer', 'characterist', 'inform', 'usual', 'numer', 'collect', 'through', 'observ', 'typic', 'result', 'measur', 'visualis', 'graph']",3,0.4242999851703644,"number, popul, death, enterpris, statist, period, averag, birth, refer, chang"
706,   Data processing   ,"['process', 'refer', 'perform', 'order', 'deriv', 'inform', 'accord', 'given', 'process', 'involv', 'variou', 'process', 'includ', 'valid', 'summar', 'aggreg', 'analysi', 'report']",3,0.6611999869346619,"number, popul, death, enterpris, statist, period, averag, birth, refer, chang"
711,   Survey   ,"['survei', 'investig', 'about', 'characterist', 'given', 'popul', 'collect', 'sampl', 'popul', 'estim', 'their', 'characterist', 'through', 'systemat', 'statist', 'methodolog']",3,0.8126000165939331,"number, popul, death, enterpris, statist, period, averag, birth, refer, chang"
712,   Data confrontation   ,"['confront', 'process', 'compar', 'gener', 'deriv', 'differ', 'survei', 'other', 'sourc', 'especi', 'those', 'variou', 'frequenc', 'order', 'assess', 'their', 'coher', 'reason', 'differ', 'identifi', 'confront', 'place', 'between', 'statist', 'produc', 'differ', 'countri', 'process', 'attempt', 'quantifi', 'impact', 'differ', 'identifi']",3,0.6793000102043152,"number, popul, death, enterpris, statist, period, averag, birth, refer, chang"
713,   Data reconciliation   ,"['reconcili', 'often', 'synonym', 'confront', 'specif', 'howev', 'impli', 'process', 'adjust', 'deriv', 'differ', 'sourc', 'order', 'remov', 'least', 'reduc', 'impact', 'differ', 'identifi', 'preced', 'confront']",3,0.61080002784729,"number, popul, death, enterpris, statist, period, averag, birth, refer, chang"
714,Dairy cow,"['dairi', 'femal', 'bovin', 'which', 'alreadi', 'includ', 'those', 'which', 'reason', 'breed', 'particular', 'qualiti', 'exclus', 'princip', 'produc', 'human', 'consumpt', 'process', 'dairi', 'product', 'includ', 'buffalo', 'dairi', 'dairi', 'which', 'taken', 'product', 'slaughter', 'whether', 'fatten', 'between', 'their', 'lactat', 'their', 'slaughter']",8,0.48030000925064087,"build, livestock, construct, internet, which, access, purpos, inform, target, system"
715,   Dairy product   ,"['dairi', 'product', 'process', 'product', 'result', 'process', 'further', 'process', 'process', 'product']",0,0.9049999713897705,"product, process, energi, innov, method, technolog, other, forecast, market, improv"
719,Current operating expenditure,"['current', 'expenditur', 'current', 'expenditur', 'relat', 'activ', 'materi', 'consum', 'other', 'extern', 'charg', 'staff', 'adjust', 'respect', 'format', 'expens', 'tangibl', 'intang', 'asset', 'adjust', 'respect', 'current', 'asset', 'other', 'charg']",6,0.6169999837875366,"incom, social, govern, household, expenditur, transfer, contribut, other, current, capit"
